subscription_id,customer_id,plan_id,billing_cycle,start_date,status,end_date,cancel_reason,current_monthly_value,mrr,auto_renew
S000833,C00833,P_BASIC_M,Monthly,2023-09-07,Active,,,19.0,19,0
S000834,C00834,P_PRO_A,Annual,2023-11-10,Active,,,82.0,41,1
S000835,C00835,P_ENT_M,Monthly,2024-11-10,Active,,,249.0,249,1
S000836,C00836,P_BUS_M,Monthly,2024-08-18,Churned,2024-09-17,Payment Failure,99.0,99,1
S000837,C00837,P_BASIC_M,Monthly,2024-01-13,Active,,,49.0,19,1
S000838,C00838,P_BASIC_A,Annual,2024-04-29,Active,,,41.0,16,0
S000839,C00839,P_BASIC_M,Monthly,2024-07-20,Active,,,49.0,19,1
S000840,C00840,P_PRO_M,Monthly,2024-06-27,Active,,,49.0,49,1
S000841,C00841,P_ENT_M,Monthly,2023-12-19,Active,,,249.0,249,1
S000842,C00842,P_PRO_M,Monthly,2024-03-11,Churned,2024-06-09,Too Expensive,49.0,49,1
S000843,C00843,P_BASIC_M,Monthly,2024-07-17,Active,,,19.0,19,1
S000844,C00844,P_PRO_M,Monthly,2023-12-05,Active,,,49.0,49,1
S000845,C00845,P_PRO_M,Monthly,2023-12-27,Active,,,49.0,49,1
S000846,C00846,P_ENT_M,Monthly,2024-04-09,Churned,2024-12-31,Switched Competitor,249.0,249,0
S000847,C00847,P_BASIC_M,Monthly,2023-10-05,Active,,,19.0,19,0
S000848,C00848,P_BUS_M,Monthly,2023-11-10,Active,,,99.0,99,1
S000849,C00849,P_PRO_M,Monthly,2023-09-15,Churned,2024-09-09,Missing Features,49.0,49,1
S000850,C00850,P_BASIC_M,Monthly,2023-08-25,Active,,,19.0,19,1
S000851,C00851,P_PRO_A,Annual,2023-05-04,Active,,,41.0,41,0
S000852,C00852,P_BASIC_A,Annual,2023-07-17,Active,,,16.0,16,1
S000853,C00853,P_BASIC_A,Annual,2023-11-20,Active,,,16.0,16,1
S000854,C00854,P_BASIC_M,Monthly,2023-05-03,Churned,2024-06-26,Switched Competitor,19.0,19,1
S000855,C00855,P_BASIC_A,Annual,2024-07-02,Churned,2024-08-01,Too Expensive,16.0,16,0
S000856,C00856,P_PRO_A,Annual,2023-07-09,Active,,,41.0,41,1
S000857,C00857,P_BASIC_M,Monthly,2023-07-16,Churned,2024-03-12,Switched Competitor,19.0,19,1
S000858,C00858,P_BASIC_M,Monthly,2023-08-10,Churned,2024-06-05,Budget Cuts,19.0,19,1
S000859,C00859,P_BASIC_M,Monthly,2024-05-10,Expired,2024-06-09,,19.0,19,0
S000860,C00860,P_BASIC_M,Monthly,2023-10-11,Active,,,19.0,19,0
S000861,C00861,P_PRO_A,Annual,2024-08-26,Expired,2024-12-31,,41.0,41,0
S000862,C00862,P_BUS_A,Annual,2024-06-21,Active,,,82.0,82,1
S000863,C00863,P_ENT_M,Monthly,2024-09-03,Active,,,249.0,249,0
S000864,C00864,P_ENT_M,Monthly,2023-10-17,Expired,2024-12-31,,249.0,249,0
S000865,C00865,P_BUS_M,Monthly,2023-04-13,Expired,2023-11-09,,99.0,99,0
S000866,C00866,P_PRO_M,Monthly,2023-07-18,Expired,2024-06-12,,49.0,49,0
S000867,C00867,P_PRO_M,Monthly,2023-10-31,Expired,2023-11-30,,49.0,49,0
S000868,C00868,P_ENT_M,Monthly,2023-08-21,Active,,,249.0,249,1
S000869,C00869,P_BASIC_M,Monthly,2024-01-05,Active,,,19.0,19,1
S000870,C00870,P_PRO_M,Monthly,2023-07-03,Expired,2024-12-24,,49.0,49,0
S000871,C00871,P_BASIC_M,Monthly,2023-11-06,Churned,2024-10-31,No Longer Needed,19.0,19,1
S000872,C00872,P_BUS_A,Annual,2023-01-15,Churned,2024-06-08,No Longer Needed,82.0,82,0
S000873,C00873,P_PRO_A,Annual,2024-06-30,Active,,,41.0,41,1
S000874,C00874,P_ENT_M,Monthly,2023-05-10,Churned,2024-09-01,Payment Failure,249.0,249,1
S000875,C00875,P_PRO_A,Annual,2023-10-08,Active,,,41.0,41,1
S000876,C00876,P_PRO_A,Annual,2023-02-16,Active,,,41.0,41,1
S000877,C00877,P_PRO_M,Monthly,2023-02-25,Active,,,49.0,49,1
S000878,C00878,P_ENT_A,Annual,2024-07-20,Churned,2024-12-31,Technical Issues,208.0,208,1
S000879,C00879,P_PRO_M,Monthly,2023-10-27,Active,,,49.0,49,0
S000880,C00880,P_BASIC_A,Annual,2023-05-10,Expired,2024-01-05,,16.0,16,0
S000881,C00881,P_BASIC_M,Monthly,2024-10-15,Active,,,49.0,19,0
S000882,C00882,P_PRO_M,Monthly,2024-05-17,Churned,2024-12-31,Too Expensive,49.0,49,0
S000883,C00883,P_PRO_A,Annual,2023-04-16,Churned,2024-02-10,Too Expensive,41.0,41,1
S000884,C00884,P_PRO_A,Annual,2023-01-13,Churned,2024-02-07,No Longer Needed,41.0,41,1
S000885,C00885,P_BASIC_M,Monthly,2024-08-10,Churned,2024-12-31,Poor Support,19.0,19,1
S000886,C00886,P_PRO_A,Annual,2023-10-19,Active,,,41.0,41,1
S000887,C00887,P_BUS_M,Monthly,2024-04-25,Active,,,99.0,99,1
S000888,C00888,P_PRO_M,Monthly,2024-05-05,Expired,2024-12-31,,49.0,49,0
S000889,C00889,P_PRO_A,Annual,2024-03-27,Churned,2024-12-31,Payment Failure,41.0,41,1
S000890,C00890,P_BUS_A,Annual,2023-12-15,Churned,2024-08-11,Missing Features,82.0,82,1
S000891,C00891,P_BUS_M,Monthly,2023-07-08,Active,,,99.0,99,0
S000892,C00892,P_PRO_A,Annual,2023-02-22,Churned,2023-08-21,Missing Features,41.0,41,1
S000893,C00893,P_PRO_A,Annual,2023-09-16,Active,,,41.0,41,1
S000894,C00894,P_ENT_A,Annual,2024-05-04,Active,,,208.0,208,0
S000895,C00895,P_PRO_A,Annual,2023-04-27,Active,,,41.0,41,1
S000896,C00896,P_ENT_M,Monthly,2023-03-08,Churned,2024-05-31,Poor Support,249.0,249,0
S000897,C00897,P_BUS_M,Monthly,2024-02-15,Active,,,99.0,99,1
S000898,C00898,P_BUS_M,Monthly,2024-05-18,Active,,,249.0,99,1
S000899,C00899,P_BASIC_A,Annual,2023-03-17,Churned,2024-11-06,Poor Support,16.0,16,1
S000900,C00900,P_BASIC_A,Annual,2024-08-13,Churned,2024-10-12,Too Expensive,16.0,16,1
S000901,C00901,P_PRO_M,Monthly,2024-10-06,Expired,2024-12-31,,49.0,49,0
S000902,C00902,P_PRO_M,Monthly,2023-02-24,Expired,2024-07-18,,49.0,49,0
S000903,C00903,P_BASIC_A,Annual,2023-06-05,Active,,,82.0,16,1
S000904,C00904,P_BUS_M,Monthly,2023-06-02,Active,,,99.0,99,1
S000905,C00905,P_BASIC_M,Monthly,2024-07-30,Active,,,19.0,19,1
S000906,C00906,P_PRO_M,Monthly,2023-11-08,Active,,,99.0,49,0
S000907,C00907,P_BUS_M,Monthly,2023-03-29,Churned,2023-04-28,Switched Competitor,99.0,99,1
S000908,C00908,P_BASIC_M,Monthly,2023-09-12,Churned,2024-12-31,Missing Features,19.0,19,0
S000909,C00909,P_BASIC_M,Monthly,2023-05-02,Churned,2024-12-31,Switched Competitor,19.0,19,0
S000910,C00910,P_BUS_M,Monthly,2024-07-25,Active,,,99.0,99,1
S000911,C00911,P_BASIC_A,Annual,2024-03-02,Churned,2024-12-31,Too Expensive,16.0,16,1
S000912,C00912,P_PRO_M,Monthly,2024-09-12,Active,,,49.0,49,1
S000913,C00913,P_BASIC_A,Annual,2024-09-02,Churned,2024-12-31,No Longer Needed,16.0,16,0
S000914,C00914,P_PRO_A,Annual,2024-09-25,Active,,,41.0,41,1
S000915,C00915,P_BASIC_A,Annual,2023-08-20,Expired,2024-03-17,,16.0,16,0
S000916,C00916,P_BASIC_A,Annual,2024-06-19,Churned,2024-12-16,Technical Issues,16.0,16,1
S000917,C00917,P_PRO_M,Monthly,2024-01-25,Churned,2024-06-23,Switched Competitor,49.0,49,1
S000918,C00918,P_ENT_M,Monthly,2024-04-06,Active,,,249.0,249,0
S000919,C00919,P_PRO_A,Annual,2024-03-29,Churned,2024-12-31,Missing Features,41.0,41,1
S000920,C00920,P_BASIC_A,Annual,2023-11-01,Churned,2024-11-25,Switched Competitor,16.0,16,1
S000921,C00921,P_ENT_A,Annual,2024-08-25,Churned,2024-12-31,Missing Features,208.0,208,0
S000922,C00922,P_BASIC_A,Annual,2024-03-15,Active,,,16.0,16,1
S000923,C00923,P_BUS_M,Monthly,2023-11-09,Active,,,99.0,99,1
S000924,C00924,P_PRO_M,Monthly,2024-08-05,Churned,2024-12-31,Technical Issues,49.0,49,0
S000925,C00925,P_BASIC_M,Monthly,2024-09-27,Active,,,19.0,19,1
S000926,C00926,P_BASIC_A,Annual,2023-03-03,Active,,,41.0,16,1
S000927,C00927,P_PRO_M,Monthly,2024-09-16,Active,,,49.0,49,0
S000928,C00928,P_PRO_M,Monthly,2023-04-12,Churned,2023-05-12,Switched Competitor,49.0,49,1
S000929,C00929,P_PRO_M,Monthly,2023-08-01,Expired,2024-12-31,,49.0,49,0
S000930,C00930,P_BASIC_M,Monthly,2024-10-02,Churned,2024-12-31,No Longer Needed,19.0,19,1
S000931,C00931,P_BASIC_A,Annual,2023-08-05,Active,,,16.0,16,1
S000932,C00932,P_PRO_M,Monthly,2023-09-28,Churned,2024-05-25,Payment Failure,49.0,49,1
S000933,C00933,P_BUS_A,Annual,2024-11-07,Active,,,82.0,82,1
S000934,C00934,P_BASIC_A,Annual,2023-03-25,Active,,,16.0,16,1
S000935,C00935,P_BASIC_A,Annual,2023-06-10,Active,,,41.0,16,1
S000936,C00936,P_ENT_M,Monthly,2023-09-03,Expired,2023-11-02,,249.0,249,0
S000937,C00937,P_BASIC_M,Monthly,2023-06-27,Active,,,19.0,19,0
S000938,C00938,P_BASIC_A,Annual,2024-07-19,Churned,2024-12-31,No Longer Needed,16.0,16,1
S000939,C00939,P_BASIC_M,Monthly,2023-03-18,Active,,,19.0,19,1
S000940,C00940,P_BUS_M,Monthly,2023-06-10,Active,,,99.0,99,1
S000941,C00941,P_BASIC_M,Monthly,2023-01-03,Active,,,99.0,19,0
S000942,C00942,P_BASIC_M,Monthly,2024-02-23,Active,,,19.0,19,1
S000943,C00943,P_BASIC_A,Annual,2024-04-06,Active,,,16.0,16,1
S000944,C00944,P_PRO_M,Monthly,2024-08-31,Active,,,49.0,49,0
S000945,C00945,P_BASIC_M,Monthly,2024-04-26,Churned,2024-12-31,Too Expensive,19.0,19,1
S000946,C00946,P_PRO_M,Monthly,2023-10-26,Active,,,49.0,49,0
S000947,C00947,P_PRO_M,Monthly,2023-02-03,Churned,2024-04-28,Too Expensive,49.0,49,1
S000948,C00948,P_PRO_A,Annual,2023-08-26,Churned,2024-10-19,Payment Failure,41.0,41,1
S000949,C00949,P_BUS_A,Annual,2023-10-23,Churned,2024-12-16,Too Expensive,82.0,82,1
S000950,C00950,P_PRO_A,Annual,2023-10-17,Active,,,41.0,41,1
S000951,C00951,P_BASIC_M,Monthly,2024-04-09,Active,,,99.0,19,1
S000952,C00952,P_BASIC_A,Annual,2023-03-14,Active,,,82.0,16,1
S000953,C00953,P_BUS_A,Annual,2023-08-28,Expired,2024-12-31,,82.0,82,0
S000954,C00954,P_ENT_M,Monthly,2023-09-28,Active,,,249.0,249,0
S000955,C00955,P_BUS_M,Monthly,2024-10-02,Churned,2024-12-31,Missing Features,99.0,99,1
S000956,C00956,P_PRO_M,Monthly,2024-08-26,Active,,,49.0,49,1
S000957,C00957,P_BUS_A,Annual,2024-11-08,Active,,,82.0,82,0
S000958,C00958,P_BASIC_A,Annual,2023-07-22,Active,,,16.0,16,1
S000959,C00959,P_BASIC_M,Monthly,2024-03-11,Churned,2024-10-07,No Longer Needed,19.0,19,1
S000960,C00960,P_BUS_M,Monthly,2023-04-28,Active,,,99.0,99,1
S000961,C00961,P_BUS_A,Annual,2024-07-11,Expired,2024-12-31,,82.0,82,0
S000962,C00962,P_BASIC_A,Annual,2023-08-19,Active,,,16.0,16,1
S000963,C00963,P_BUS_A,Annual,2024-10-25,Active,,,82.0,82,1
S000964,C00964,P_BASIC_A,Annual,2023-06-02,Active,,,16.0,16,1
S000965,C00965,P_BUS_M,Monthly,2023-09-30,Active,,,99.0,99,0
S000966,C00966,P_BASIC_M,Monthly,2023-05-26,Active,,,19.0,19,1
S000967,C00967,P_PRO_M,Monthly,2023-03-15,Churned,2024-03-09,No Longer Needed,49.0,49,1
S000968,C00968,P_BASIC_A,Annual,2023-03-03,Active,,,16.0,16,1
S000969,C00969,P_BASIC_M,Monthly,2023-06-19,Active,,,19.0,19,0
S000970,C00970,P_BASIC_M,Monthly,2023-11-11,Expired,2024-03-10,,19.0,19,0
S000971,C00971,P_ENT_M,Monthly,2024-09-01,Active,,,249.0,249,1
S000972,C00972,P_PRO_A,Annual,2024-08-05,Churned,2024-12-31,Poor Support,41.0,41,1
S000973,C00973,P_BUS_M,Monthly,2023-10-23,Active,,,249.0,99,0
S000974,C00974,P_BUS_A,Annual,2024-03-25,Churned,2024-12-31,No Longer Needed,82.0,82,1
S000975,C00975,P_PRO_M,Monthly,2023-05-08,Active,,,49.0,49,1
S000976,C00976,P_PRO_A,Annual,2024-04-24,Active,,,41.0,41,1
S000977,C00977,P_BASIC_A,Annual,2023-11-08,Active,,,16.0,16,1
S000978,C00978,P_BASIC_M,Monthly,2024-02-17,Active,,,19.0,19,1
S000979,C00979,P_BUS_M,Monthly,2023-10-06,Active,,,99.0,99,1
S000980,C00980,P_PRO_A,Annual,2024-05-27,Active,,,41.0,41,1
S000981,C00981,P_BASIC_A,Annual,2024-07-06,Active,,,41.0,16,1
S000982,C00982,P_BASIC_A,Annual,2024-05-20,Active,,,82.0,16,1
S000983,C00983,P_ENT_M,Monthly,2024-03-24,Active,,,249.0,249,1
S000984,C00984,P_BASIC_A,Annual,2023-03-24,Active,,,16.0,16,1
S000985,C00985,P_BASIC_M,Monthly,2024-09-04,Churned,2024-10-04,Poor Support,19.0,19,1
S000986,C00986,P_BASIC_M,Monthly,2023-02-10,Expired,2024-04-05,,19.0,19,0
S000987,C00987,P_PRO_M,Monthly,2024-03-18,Churned,2024-12-31,Poor Support,49.0,49,1
S000988,C00988,P_PRO_A,Annual,2023-11-27,Active,,,41.0,41,1
S000989,C00989,P_ENT_A,Annual,2024-09-10,Active,,,208.0,208,1
S000990,C00990,P_BASIC_M,Monthly,2023-09-14,Active,,,19.0,19,1
S000991,C00991,P_PRO_M,Monthly,2023-01-27,Active,,,49.0,49,0
S000992,C00992,P_PRO_A,Annual,2023-04-04,Expired,2023-10-01,,41.0,41,0
S000993,C00993,P_BASIC_M,Monthly,2023-08-23,Active,,,19.0,19,1
S000994,C00994,P_PRO_A,Annual,2024-11-21,Active,,,82.0,41,1
S000995,C00995,P_ENT_M,Monthly,2024-08-12,Active,,,249.0,249,1
S000996,C00996,P_PRO_A,Annual,2024-08-24,Active,,,41.0,41,1
S000997,C00997,P_BASIC_M,Monthly,2023-01-22,Active,,,49.0,19,1
S000998,C00998,P_PRO_M,Monthly,2024-11-19,Churned,2024-12-31,Payment Failure,49.0,49,1
S000999,C00999,P_BASIC_M,Monthly,2023-10-03,Active,,,49.0,19,1
S001000,C01000,P_PRO_M,Monthly,2024-08-13,Active,,,49.0,49,1
S001001,C01001,P_ENT_M,Monthly,2023-02-11,Active,,,249.0,249,0
S001002,C01002,P_BUS_A,Annual,2023-06-29,Active,,,82.0,82,1
S001003,C01003,P_PRO_M,Monthly,2024-04-26,Active,,,49.0,49,0
S001004,C01004,P_PRO_A,Annual,2024-06-15,Churned,2024-12-31,Technical Issues,41.0,41,0
S001005,C01005,P_BASIC_A,Annual,2024-10-29,Active,,,16.0,16,1
S001006,C01006,P_BASIC_A,Annual,2024-03-28,Active,,,16.0,16,1
S001007,C01007,P_PRO_M,Monthly,2023-10-12,Churned,2024-12-31,Too Expensive,49.0,49,0
S001008,C01008,P_BUS_A,Annual,2023-07-05,Churned,2024-12-31,Missing Features,82.0,82,0
S001009,C01009,P_PRO_M,Monthly,2024-08-22,Active,,,49.0,49,1
S001010,C01010,P_BASIC_A,Annual,2024-03-22,Active,,,16.0,16,0
S001011,C01011,P_PRO_A,Annual,2024-10-12,Churned,2024-12-31,Missing Features,41.0,41,0
S001012,C01012,P_PRO_A,Annual,2024-05-18,Churned,2024-08-16,Switched Competitor,41.0,41,1
S001013,C01013,P_PRO_A,Annual,2023-04-04,Churned,2024-01-29,Payment Failure,41.0,41,1
S001014,C01014,P_BASIC_A,Annual,2024-04-26,Expired,2024-09-23,,16.0,16,0
S001015,C01015,P_ENT_A,Annual,2023-12-23,Churned,2024-04-21,Payment Failure,208.0,208,1
S001016,C01016,P_BASIC_M,Monthly,2024-02-23,Churned,2024-12-31,Payment Failure,19.0,19,1
S001017,C01017,P_BASIC_M,Monthly,2023-12-08,Expired,2024-10-03,,19.0,19,0
S001018,C01018,P_BASIC_M,Monthly,2023-11-25,Active,,,19.0,19,0
S001019,C01019,P_BASIC_M,Monthly,2024-11-17,Churned,2024-12-31,Budget Cuts,19.0,19,1
S001020,C01020,P_ENT_A,Annual,2023-04-18,Churned,2023-12-14,Poor Support,208.0,208,1
S001021,C01021,P_BUS_M,Monthly,2023-06-14,Expired,2023-12-11,,99.0,99,0
S001022,C01022,P_PRO_M,Monthly,2023-12-04,Active,,,49.0,49,1
S001023,C01023,P_PRO_A,Annual,2024-02-26,Active,,,41.0,41,1
S001024,C01024,P_PRO_M,Monthly,2024-05-22,Expired,2024-11-18,,49.0,49,0
S001025,C01025,P_BASIC_M,Monthly,2023-10-23,Active,,,19.0,19,0
S001026,C01026,P_PRO_M,Monthly,2024-11-09,Churned,2024-12-31,No Longer Needed,49.0,49,1
S001027,C01027,P_PRO_A,Annual,2024-02-15,Expired,2024-08-13,,41.0,41,0
S001028,C01028,P_BUS_A,Annual,2024-07-17,Active,,,82.0,82,1
S001029,C01029,P_PRO_M,Monthly,2023-02-07,Churned,2023-12-04,Payment Failure,49.0,49,1
S001030,C01030,P_PRO_A,Annual,2024-04-10,Active,,,41.0,41,1
S001031,C01031,P_PRO_M,Monthly,2023-04-01,Active,,,49.0,49,1
S001032,C01032,P_BASIC_M,Monthly,2023-11-19,Active,,,19.0,19,1
S001033,C01033,P_BASIC_M,Monthly,2023-09-16,Active,,,19.0,19,0
S001034,C01034,P_PRO_A,Annual,2023-11-28,Active,,,41.0,41,1
S001035,C01035,P_BUS_A,Annual,2023-04-29,Active,,,82.0,82,1
S001036,C01036,P_PRO_M,Monthly,2024-02-18,Churned,2024-12-31,Payment Failure,49.0,49,1
S001037,C01037,P_BASIC_M,Monthly,2024-06-10,Churned,2024-12-07,Budget Cuts,19.0,19,1
S001038,C01038,P_PRO_M,Monthly,2023-01-02,Churned,2024-10-23,Technical Issues,49.0,49,1
S001039,C01039,P_ENT_A,Annual,2024-11-04,Churned,2024-12-31,No Longer Needed,208.0,208,1
S001040,C01040,P_ENT_M,Monthly,2024-07-09,Active,,,249.0,249,1
S001041,C01041,P_PRO_A,Annual,2024-04-18,Active,,,41.0,41,0
S001042,C01042,P_PRO_A,Annual,2024-02-28,Expired,2024-12-31,,41.0,41,0
S001043,C01043,P_PRO_M,Monthly,2023-02-25,Active,,,49.0,49,0
S001044,C01044,P_PRO_A,Annual,2023-07-12,Active,,,82.0,41,1
S001045,C01045,P_PRO_M,Monthly,2024-06-14,Churned,2024-12-31,Payment Failure,49.0,49,1
S001046,C01046,P_BUS_A,Annual,2024-01-06,Active,,,82.0,82,1
S001047,C01047,P_ENT_M,Monthly,2024-09-29,Expired,2024-11-28,,249.0,249,0
S001048,C01048,P_BASIC_A,Annual,2024-05-25,Active,,,16.0,16,1
S001049,C01049,P_BASIC_M,Monthly,2024-10-02,Churned,2024-12-31,Too Expensive,19.0,19,1
S001050,C01050,P_BUS_M,Monthly,2024-03-28,Churned,2024-05-27,Payment Failure,99.0,99,1
S001051,C01051,P_BUS_A,Annual,2023-02-22,Churned,2023-10-20,Payment Failure,82.0,82,1
S001052,C01052,P_PRO_A,Annual,2023-07-28,Churned,2024-06-22,Payment Failure,41.0,41,0
S001053,C01053,P_ENT_A,Annual,2023-10-01,Churned,2024-12-31,Poor Support,208.0,208,0
S001054,C01054,P_BASIC_M,Monthly,2024-07-16,Active,,,19.0,19,1
S001055,C01055,P_PRO_M,Monthly,2023-05-15,Active,,,49.0,49,1
S001056,C01056,P_PRO_M,Monthly,2023-10-22,Active,,,49.0,49,0
S001057,C01057,P_BASIC_A,Annual,2024-03-24,Active,,,16.0,16,1
S001058,C01058,P_BASIC_A,Annual,2024-05-11,Active,,,16.0,16,1
S001059,C01059,P_BASIC_M,Monthly,2023-05-05,Active,,,19.0,19,1
S001060,C01060,P_PRO_A,Annual,2023-01-30,Churned,2024-06-23,Payment Failure,41.0,41,1
S001061,C01061,P_BASIC_A,Annual,2024-10-07,Active,,,41.0,16,1
S001062,C01062,P_BUS_A,Annual,2024-09-15,Expired,2024-12-31,,82.0,82,0
S001063,C01063,P_BUS_A,Annual,2023-09-03,Churned,2024-06-29,Too Expensive,82.0,82,1
S001064,C01064,P_BUS_A,Annual,2023-06-12,Churned,2023-10-10,Poor Support,82.0,82,0
S001065,C01065,P_ENT_M,Monthly,2023-11-15,Active,,,249.0,249,1
S001066,C01066,P_PRO_A,Annual,2024-07-18,Expired,2024-12-31,,41.0,41,0
S001067,C01067,P_ENT_M,Monthly,2023-01-15,Active,,,249.0,249,0
S001068,C01068,P_PRO_M,Monthly,2024-07-19,Expired,2024-12-31,,49.0,49,0
S001069,C01069,P_ENT_M,Monthly,2024-02-22,Active,,,249.0,249,1
S001070,C01070,P_PRO_M,Monthly,2023-04-06,Churned,2023-08-04,Switched Competitor,49.0,49,1
S001071,C01071,P_BUS_A,Annual,2023-08-19,Expired,2024-02-15,,82.0,82,0
S001072,C01072,P_BASIC_M,Monthly,2023-04-27,Active,,,19.0,19,0
S001073,C01073,P_BASIC_M,Monthly,2024-04-17,Active,,,19.0,19,0
S001074,C01074,P_BASIC_M,Monthly,2023-05-01,Active,,,19.0,19,1
S001075,C01075,P_PRO_A,Annual,2024-10-25,Active,,,41.0,41,1
S001076,C01076,P_PRO_A,Annual,2023-06-07,Churned,2024-08-30,No Longer Needed,41.0,41,1
S001077,C01077,P_PRO_A,Annual,2024-05-25,Churned,2024-12-31,Payment Failure,41.0,41,1
S001078,C01078,P_BASIC_A,Annual,2023-10-26,Expired,2024-12-31,,16.0,16,0
S001079,C01079,P_PRO_A,Annual,2024-06-05,Active,,,41.0,41,0
S001080,C01080,P_PRO_A,Annual,2023-10-07,Active,,,41.0,41,1
S001081,C01081,P_PRO_M,Monthly,2024-03-01,Churned,2024-12-31,No Longer Needed,49.0,49,1
S001082,C01082,P_PRO_M,Monthly,2024-05-09,Active,,,49.0,49,1
S001083,C01083,P_BASIC_A,Annual,2024-04-28,Active,,,41.0,16,1
S001084,C01084,P_BUS_A,Annual,2023-09-07,Churned,2024-03-05,Too Expensive,82.0,82,1
S001085,C01085,P_BUS_M,Monthly,2024-04-12,Active,,,249.0,99,1
S001086,C01086,P_PRO_M,Monthly,2024-07-18,Expired,2024-12-31,,49.0,49,0
S001087,C01087,P_BASIC_A,Annual,2023-05-29,Churned,2024-12-31,No Longer Needed,16.0,16,0
S001088,C01088,P_BASIC_M,Monthly,2024-01-28,Active,,,19.0,19,1
S001089,C01089,P_BASIC_A,Annual,2023-07-15,Active,,,41.0,16,0
S001090,C01090,P_BASIC_M,Monthly,2024-09-05,Active,,,19.0,19,1
S001091,C01091,P_BASIC_A,Annual,2024-06-04,Active,,,16.0,16,1
S001092,C01092,P_BASIC_M,Monthly,2023-05-20,Active,,,19.0,19,1
S001093,C01093,P_BASIC_M,Monthly,2023-03-13,Expired,2023-08-10,,19.0,19,0
S001094,C01094,P_BASIC_A,Annual,2023-10-10,Active,,,41.0,16,1
S001095,C01095,P_BASIC_M,Monthly,2024-02-29,Churned,2024-12-31,Switched Competitor,19.0,19,1
S001096,C01096,P_BASIC_M,Monthly,2023-12-15,Churned,2024-01-14,Payment Failure,19.0,19,1
S001097,C01097,P_PRO_M,Monthly,2024-06-03,Churned,2024-12-31,Payment Failure,49.0,49,1
S001098,C01098,P_BASIC_M,Monthly,2023-10-01,Active,,,99.0,19,0
S001099,C01099,P_BASIC_M,Monthly,2023-01-03,Churned,2023-02-02,Too Expensive,19.0,19,0
S001100,C01100,P_BASIC_A,Annual,2023-10-17,Active,,,16.0,16,1
S001101,C01101,P_ENT_M,Monthly,2023-11-02,Active,,,249.0,249,1
S001102,C01102,P_BASIC_A,Annual,2024-08-24,Active,,,16.0,16,1
S001103,C01103,P_PRO_M,Monthly,2024-08-16,Active,,,49.0,49,1
S001104,C01104,P_BASIC_M,Monthly,2024-11-06,Expired,2024-12-31,,19.0,19,0
S001105,C01105,P_BUS_M,Monthly,2024-05-16,Churned,2024-12-31,Payment Failure,99.0,99,1
S001106,C01106,P_PRO_M,Monthly,2023-06-02,Active,,,49.0,49,1
S001107,C01107,P_BASIC_M,Monthly,2024-04-02,Active,,,49.0,19,1
S001108,C01108,P_PRO_M,Monthly,2024-07-05,Churned,2024-09-03,Too Expensive,49.0,49,1
S001109,C01109,P_BASIC_M,Monthly,2024-05-10,Active,,,19.0,19,1
S001110,C01110,P_BUS_M,Monthly,2023-12-20,Active,,,99.0,99,1
S001111,C01111,P_BUS_A,Annual,2023-12-07,Active,,,82.0,82,1
S001112,C01112,P_BUS_M,Monthly,2024-07-19,Active,,,99.0,99,1
S001113,C01113,P_ENT_M,Monthly,2024-07-10,Active,,,249.0,249,1
S001114,C01114,P_BASIC_M,Monthly,2024-01-22,Active,,,19.0,19,1
S001115,C01115,P_BASIC_M,Monthly,2024-04-11,Active,,,19.0,19,0
S001116,C01116,P_BASIC_M,Monthly,2023-11-26,Active,,,49.0,19,0
S001117,C01117,P_BASIC_A,Annual,2023-07-13,Expired,2024-12-31,,16.0,16,0
S001118,C01118,P_BASIC_A,Annual,2023-09-02,Active,,,41.0,16,1
S001119,C01119,P_PRO_M,Monthly,2024-08-08,Churned,2024-12-31,Poor Support,49.0,49,1
S001120,C01120,P_PRO_A,Annual,2024-01-28,Churned,2024-06-26,Budget Cuts,41.0,41,1
S001121,C01121,P_PRO_A,Annual,2023-08-28,Active,,,41.0,41,1
S001122,C01122,P_PRO_M,Monthly,2024-02-25,Active,,,49.0,49,1
S001123,C01123,P_BUS_A,Annual,2023-02-14,Active,,,82.0,82,1
S001124,C01124,P_BUS_M,Monthly,2023-11-22,Churned,2024-08-18,Technical Issues,99.0,99,1
S001125,C01125,P_BUS_M,Monthly,2024-04-29,Churned,2024-12-31,No Longer Needed,99.0,99,1
S001126,C01126,P_BASIC_A,Annual,2024-01-26,Expired,2024-06-24,,16.0,16,0
S001127,C01127,P_PRO_M,Monthly,2024-01-31,Active,,,49.0,49,1
S001128,C01128,P_BASIC_A,Annual,2024-11-10,Active,,,82.0,16,1
S001129,C01129,P_PRO_M,Monthly,2024-10-29,Expired,2024-11-28,,49.0,49,0
S001130,C01130,P_BASIC_M,Monthly,2023-06-05,Expired,2024-08-28,,19.0,19,0
S001131,C01131,P_BUS_A,Annual,2024-05-22,Churned,2024-12-31,No Longer Needed,82.0,82,1
S001132,C01132,P_BASIC_M,Monthly,2023-02-07,Active,,,19.0,19,1
S001133,C01133,P_BASIC_M,Monthly,2023-05-10,Active,,,49.0,19,1
S001134,C01134,P_BASIC_M,Monthly,2024-05-29,Expired,2024-12-31,,19.0,19,0
S001135,C01135,P_ENT_M,Monthly,2024-08-27,Active,,,249.0,249,0
S001136,C01136,P_BASIC_M,Monthly,2023-12-06,Active,,,19.0,19,0
