customer_id,signup_date,region,segment,acquisition_channel,country_age_days
C01025,2023-10-23,North America,SMB,Referral,435
C01026,2024-11-09,Latin America,Startup,Organic Search,52
C01027,2024-02-15,North America,Startup,Partner,320
C01028,2024-07-17,Latin America,SMB,Referral,167
C01029,2023-02-07,Asia Pacific,Mid-Market,Paid Ads,693
C01030,2024-04-10,North America,Mid-Market,Organic Search,265
C01031,2023-04-01,Europe,Startup,Paid Ads,640
C01032,2023-11-19,Latin America,SMB,Referral,408
C01033,2023-09-16,Middle East & Africa,SMB,Organic Search,472
C01034,2023-11-28,Europe,SMB,Partner,399
C01035,2023-04-29,Latin America,SMB,Organic Search,612
C01036,2024-02-18,Europe,Mid-Market,Organic Search,317
C01037,2024-06-10,Europe,Mid-Market,Referral,204
C01038,2023-01-02,North America,Mid-Market,Organic Search,729
C01039,2024-11-04,North America,Startup,Partner,57
C01040,2024-07-09,North America,SMB,Organic Search,175
C01041,2024-04-18,North America,SMB,Organic Search,257
C01042,2024-02-28,Europe,Mid-Market,Referral,307
C01043,2023-02-25,Asia Pacific,SMB,Social,675
C01044,2023-07-12,Latin America,Enterprise,Direct,538
C01045,2024-06-14,Middle East & Africa,Mid-Market,Organic Search,200
C01046,2024-01-06,Europe,Mid-Market,Partner,360
C01047,2024-09-29,Europe,SMB,Paid Ads,93
C01048,2024-05-25,Latin America,Mid-Market,Referral,220
C01049,2024-10-02,North America,SMB,Direct,90
C01050,2024-03-28,Asia Pacific,Enterprise,Paid Ads,278
C01051,2023-02-22,Europe,SMB,Partner,678
C01052,2023-07-28,Europe,SMB,Referral,522
C01053,2023-10-01,Middle East & Africa,SMB,Direct,457
C01054,2024-07-16,North America,SMB,Organic Search,168
C01055,2023-05-15,North America,Mid-Market,Organic Search,596
C01056,2023-10-22,Europe,Startup,Organic Search,436
C01057,2024-03-24,Asia Pacific,SMB,Referral,282
C01058,2024-05-11,North America,SMB,Organic Search,234
C01059,2023-05-05,North America,SMB,Referral,606
C01060,2023-01-30,Latin America,Enterprise,Referral,701
C01061,2024-10-07,North America,SMB,Paid Ads,85
C01062,2024-09-15,North America,Mid-Market,Referral,107
C01063,2023-09-03,North America,SMB,Direct,485
C01064,2023-06-12,Asia Pacific,SMB,Direct,568
C01065,2023-11-15,Middle East & Africa,SMB,Paid Ads,412
C01066,2024-07-18,Europe,Startup,Direct,166
C01067,2023-01-15,North America,SMB,Referral,716
C01068,2024-07-19,Europe,SMB,Direct,165
C01069,2024-02-22,Asia Pacific,Enterprise,Direct,313
C01070,2023-04-06,Asia Pacific,SMB,Referral,635
C01071,2023-08-19,North America,Mid-Market,Organic Search,500
C01072,2023-04-27,Asia Pacific,SMB,Organic Search,614
C01073,2024-04-17,North America,SMB,Partner,258
C01074,2023-05-01,Asia Pacific,Mid-Market,Organic Search,610
C01075,2024-10-25,North America,SMB,Organic Search,67
C01076,2023-06-07,Latin America,SMB,Paid Ads,573
C01077,2024-05-25,North America,SMB,Paid Ads,220
C01078,2023-10-26,Europe,SMB,Organic Search,432
C01079,2024-06-05,North America,SMB,Organic Search,209
C01080,2023-10-07,Middle East & Africa,Mid-Market,Referral,451
C01081,2024-03-01,Europe,SMB,Referral,305
C01082,2024-05-09,Asia Pacific,Mid-Market,Organic Search,236
C01083,2024-04-28,Europe,SMB,Direct,247
C01084,2023-09-07,Europe,Mid-Market,Organic Search,481
C01085,2024-04-12,Europe,SMB,Paid Ads,263
C01086,2024-07-18,North America,Mid-Market,Organic Search,166
C01087,2023-05-29,North America,Startup,Organic Search,582
C01088,2024-01-28,Europe,SMB,Organic Search,338
C01089,2023-07-15,Asia Pacific,SMB,Paid Ads,535
C01090,2024-09-05,Europe,Mid-Market,Referral,117
C01091,2024-06-04,North America,SMB,Partner,210
C01092,2023-05-20,Europe,Enterprise,Direct,591
C01093,2023-03-13,Latin America,Mid-Market,Paid Ads,659
C01094,2023-10-10,Asia Pacific,Mid-Market,Organic Search,448
C01095,2024-02-29,Latin America,Startup,Paid Ads,306
C01096,2023-12-15,North America,SMB,Direct,382
C01097,2024-06-03,Latin America,SMB,Organic Search,211
C01098,2023-10-01,Latin America,SMB,Referral,457
C01099,2023-01-03,Middle East & Africa,SMB,Referral,728
C01100,2023-10-17,North America,SMB,Direct,441
C01101,2023-11-02,Europe,Startup,Referral,425
C01102,2024-08-24,North America,SMB,Paid Ads,129
C01103,2024-08-16,North America,SMB,Paid Ads,137
C01104,2024-11-06,Europe,Mid-Market,Referral,55
C01105,2024-05-16,Asia Pacific,SMB,Organic Search,229
C01106,2023-06-02,Asia Pacific,Mid-Market,Organic Search,578
C01107,2024-04-02,Asia Pacific,Enterprise,Referral,273
C01108,2024-07-05,North America,Enterprise,Referral,179
C01109,2024-05-10,Asia Pacific,Enterprise,Direct,235
C01110,2023-12-20,Europe,SMB,Referral,377
C01111,2023-12-07,Europe,Mid-Market,Organic Search,390
C01112,2024-07-19,North America,Startup,Partner,165
C01113,2024-07-10,Latin America,Enterprise,Referral,174
C01114,2024-01-22,Asia Pacific,Startup,Referral,344
C01115,2024-04-11,Europe,SMB,Paid Ads,264
C01116,2023-11-26,Asia Pacific,SMB,Organic Search,401
C01117,2023-07-13,North America,SMB,Organic Search,537
C01118,2023-09-02,Europe,Startup,Paid Ads,486
C01119,2024-08-08,North America,SMB,Referral,145
C01120,2024-01-28,North America,Enterprise,Referral,338
C01121,2023-08-28,Asia Pacific,SMB,Referral,491
C01122,2024-02-25,North America,Startup,Referral,310
C01123,2023-02-14,North America,SMB,Organic Search,686
C01124,2023-11-22,Asia Pacific,SMB,Referral,405
C01125,2024-04-29,North America,Mid-Market,Direct,246
C01126,2024-01-26,Asia Pacific,Enterprise,Organic Search,340
C01127,2024-01-31,North America,Mid-Market,Paid Ads,335
C01128,2024-11-10,Europe,SMB,Organic Search,51
C01129,2024-10-29,North America,Startup,Organic Search,63
C01130,2023-06-05,Europe,SMB,Referral,575
C01131,2024-05-22,North America,Startup,Direct,223
C01132,2023-02-07,North America,Startup,Social,693
C01133,2023-05-10,Asia Pacific,Enterprise,Organic Search,601
C01134,2024-05-29,Europe,SMB,Organic Search,216
C01135,2024-08-27,Middle East & Africa,SMB,Partner,126
C01136,2023-12-06,Asia Pacific,Startup,Social,391
C01137,2023-04-13,North America,SMB,Paid Ads,628
C01138,2024-03-26,North America,SMB,Paid Ads,280
C01139,2023-04-13,Asia Pacific,Mid-Market,Paid Ads,628
C01140,2024-06-22,Asia Pacific,SMB,Organic Search,192
C01141,2024-04-12,Asia Pacific,Mid-Market,Partner,263
C01142,2023-01-16,North America,Enterprise,Referral,715
C01143,2023-05-28,Europe,Mid-Market,Direct,583
C01144,2024-02-24,Europe,Mid-Market,Social,311
C01145,2024-11-01,Asia Pacific,SMB,Partner,60
C01146,2023-06-08,North America,SMB,Referral,572
C01147,2023-03-18,Latin America,Startup,Paid Ads,654
C01148,2024-04-25,Europe,SMB,Social,250
C01149,2023-09-29,Middle East & Africa,Mid-Market,Direct,459
C01150,2023-12-13,Asia Pacific,Mid-Market,Organic Search,384
C01151,2024-09-30,Europe,Mid-Market,Referral,92
C01152,2024-02-12,North America,Startup,Organic Search,323
C01153,2024-10-27,Europe,Mid-Market,Referral,65
C01154,2023-03-24,Europe,SMB,Organic Search,648
C01155,2023-12-03,Europe,Mid-Market,Organic Search,394
C01156,2024-11-21,Asia Pacific,Mid-Market,Referral,40
C01157,2024-06-30,Latin America,SMB,Organic Search,184
C01158,2024-01-25,Asia Pacific,Mid-Market,Referral,341
C01159,2023-11-21,Latin America,Enterprise,Social,406
C01160,2024-10-03,Europe,Mid-Market,Paid Ads,89
C01161,2024-05-14,North America,Mid-Market,Organic Search,231
C01162,2024-07-08,Latin America,Mid-Market,Referral,176
C01163,2023-02-06,North America,SMB,Organic Search,694
C01164,2024-09-24,Europe,SMB,Referral,98
C01165,2023-03-12,Latin America,Startup,Referral,660
C01166,2023-08-29,North America,Startup,Direct,490
C01167,2024-10-08,North America,Mid-Market,Organic Search,84
C01168,2024-12-01,Asia Pacific,Startup,Organic Search,30
C01169,2023-10-22,Latin America,Mid-Market,Social,436
C01170,2023-08-21,Europe,Enterprise,Organic Search,498
C01171,2023-04-03,North America,SMB,Social,638
C01172,2024-03-20,Asia Pacific,Startup,Social,286
C01173,2023-04-11,North America,SMB,Organic Search,630
C01174,2024-10-10,North America,SMB,Paid Ads,82
C01175,2023-04-13,North America,SMB,Organic Search,628
C01176,2024-03-30,North America,Startup,Partner,276
C01177,2023-06-20,Middle East & Africa,SMB,Organic Search,560
C01178,2023-11-03,Asia Pacific,SMB,Organic Search,424
C01179,2023-01-30,North America,SMB,Organic Search,701
C01180,2023-02-17,North America,Mid-Market,Organic Search,683
C01181,2023-11-29,North America,Enterprise,Organic Search,398
C01182,2023-02-27,North America,Startup,Organic Search,673
C01183,2023-10-28,North America,Mid-Market,Paid Ads,430
C01184,2024-01-03,Europe,Enterprise,Organic Search,363
C01185,2024-01-19,Europe,Mid-Market,Organic Search,347
C01186,2024-03-17,Europe,SMB,Paid Ads,289
C01187,2023-05-30,North America,Mid-Market,Paid Ads,581
C01188,2023-09-08,Asia Pacific,SMB,Paid Ads,480
C01189,2024-06-27,Europe,Mid-Market,Referral,187
C01190,2024-02-26,Asia Pacific,Enterprise,Direct,309
C01191,2024-08-02,North America,Mid-Market,Direct,151
C01192,2024-11-29,Middle East & Africa,Startup,Paid Ads,32
C01193,2023-07-04,North America,Mid-Market,Partner,546
C01194,2023-06-24,Europe,Mid-Market,Direct,556
C01195,2023-06-29,North America,Startup,Paid Ads,551
C01196,2023-03-22,North America,Mid-Market,Partner,650
C01197,2024-09-16,North America,SMB,Social,106
C01198,2024-01-27,North America,Mid-Market,Referral,339
C01199,2024-09-26,Europe,Mid-Market,Organic Search,96
C01200,2024-11-30,Europe,SMB,Referral,31
C01201,2023-09-04,North America,Mid-Market,Organic Search,484
C01202,2024-05-24,North America,SMB,Organic Search,221
C01203,2024-08-20,Asia Pacific,SMB,Social,133
C01204,2023-05-27,Middle East & Africa,Mid-Market,Organic Search,584
C01205,2023-08-26,North America,Enterprise,Paid Ads,493
C01206,2024-04-17,North America,Mid-Market,Direct,258
C01207,2024-10-15,Asia Pacific,SMB,Referral,77
C01208,2023-09-18,North America,SMB,Direct,470
C01209,2024-04-15,North America,SMB,Organic Search,260
C01210,2023-09-19,Latin America,Enterprise,Referral,469
C01211,2024-11-13,Asia Pacific,SMB,Paid Ads,48
C01212,2023-01-10,North America,SMB,Paid Ads,721
C01213,2024-04-21,Latin America,SMB,Organic Search,254
C01214,2023-10-22,North America,SMB,Direct,436
C01215,2024-11-24,Europe,Mid-Market,Partner,37
C01216,2024-07-13,North America,Mid-Market,Paid Ads,171
C01217,2023-06-11,Europe,Startup,Partner,569
C01218,2023-03-17,North America,Enterprise,Organic Search,655
C01219,2024-03-28,North America,SMB,Paid Ads,278
C01220,2023-12-20,Europe,Mid-Market,Direct,377
C01221,2024-08-24,Europe,Mid-Market,Organic Search,129
C01222,2023-11-03,North America,Mid-Market,Paid Ads,424
C01223,2024-10-16,Latin America,SMB,Organic Search,76
C01224,2024-03-10,Europe,SMB,Organic Search,296
C01225,2023-09-14,Asia Pacific,SMB,Referral,474
C01226,2024-04-12,North America,SMB,Paid Ads,263
C01227,2023-11-06,Asia Pacific,SMB,Partner,421
C01228,2023-07-23,North America,Enterprise,Organic Search,527
C01229,2024-01-29,Asia Pacific,Mid-Market,Social,337
C01230,2024-05-09,North America,SMB,Organic Search,236
C01231,2023-04-20,Asia Pacific,Mid-Market,Partner,621
C01232,2023-08-31,North America,SMB,Organic Search,488
C01233,2024-01-26,Middle East & Africa,Mid-Market,Social,340
C01234,2024-08-08,North America,Mid-Market,Referral,145
C01235,2024-01-03,North America,Enterprise,Social,363
C01236,2024-08-11,Latin America,Mid-Market,Organic Search,142
C01237,2023-10-30,North America,Startup,Organic Search,428
C01238,2023-10-30,Asia Pacific,Mid-Market,Referral,428
C01239,2023-01-23,Middle East & Africa,SMB,Paid Ads,708
C01240,2024-11-05,North America,SMB,Organic Search,56
C01241,2024-02-10,North America,Enterprise,Social,325
C01242,2023-10-09,North America,SMB,Social,449
C01243,2023-01-09,North America,SMB,Organic Search,722
C01244,2024-08-02,Europe,SMB,Social,151
C01245,2023-02-20,Europe,Mid-Market,Organic Search,680
C01246,2024-09-12,Europe,Mid-Market,Partner,110
C01247,2024-05-23,Asia Pacific,Mid-Market,Direct,222
C01248,2023-10-21,Asia Pacific,Enterprise,Organic Search,437
C01249,2023-08-24,North America,SMB,Referral,495
C01250,2024-09-13,Europe,SMB,Direct,109
C01251,2023-12-27,Latin America,Startup,Paid Ads,370
C01252,2023-08-13,Asia Pacific,SMB,Organic Search,506
C01253,2024-10-13,North America,SMB,Paid Ads,79
C01254,2023-07-14,Latin America,SMB,Partner,536
C01255,2024-09-27,Europe,SMB,Paid Ads,95
C01256,2023-09-14,North America,Mid-Market,Paid Ads,474
C01257,2024-11-25,North America,SMB,Referral,36
C01258,2024-11-06,Latin America,SMB,Partner,55
C01259,2024-11-28,Asia Pacific,Startup,Direct,33
C01260,2023-05-21,Europe,Mid-Market,Direct,590
C01261,2024-10-05,North America,SMB,Organic Search,87
C01262,2023-04-10,Asia Pacific,Enterprise,Organic Search,631
C01263,2024-10-04,Europe,Mid-Market,Organic Search,88
C01264,2024-10-23,Middle East & Africa,SMB,Organic Search,69
C01265,2023-02-10,Europe,Mid-Market,Organic Search,690
C01266,2023-11-13,Asia Pacific,Mid-Market,Organic Search,414
C01267,2024-03-27,North America,Mid-Market,Organic Search,279
C01268,2023-02-04,Middle East & Africa,Enterprise,Social,696
C01269,2024-08-16,North America,Startup,Paid Ads,137
C01270,2024-01-09,North America,SMB,Organic Search,357
C01271,2023-05-15,Asia Pacific,Mid-Market,Organic Search,596
C01272,2023-04-03,Europe,SMB,Referral,638
C01273,2023-10-30,North America,Enterprise,Direct,428
C01274,2023-12-01,Europe,SMB,Paid Ads,396
C01275,2024-03-01,Asia Pacific,SMB,Organic Search,305
C01276,2023-06-29,North America,Mid-Market,Paid Ads,551
C01277,2023-07-25,Latin America,SMB,Paid Ads,525
C01278,2023-05-16,Asia Pacific,Enterprise,Paid Ads,595
C01279,2024-07-06,Europe,SMB,Social,178
C01280,2024-01-10,North America,Startup,Referral,356
C01281,2024-06-27,Europe,SMB,Paid Ads,187
C01282,2024-05-28,Europe,SMB,Referral,217
C01283,2023-10-07,Middle East & Africa,Mid-Market,Partner,451
C01284,2023-06-18,North America,SMB,Organic Search,562
C01285,2023-09-21,Europe,Startup,Referral,467
C01286,2024-05-08,North America,SMB,Referral,237
C01287,2023-10-30,Europe,Enterprise,Direct,428
C01288,2023-12-13,Europe,SMB,Organic Search,384
C01289,2023-04-28,North America,SMB,Paid Ads,613
C01290,2024-04-24,Asia Pacific,Mid-Market,Organic Search,251
C01291,2023-03-19,North America,SMB,Organic Search,653
C01292,2023-05-25,Asia Pacific,SMB,Paid Ads,586
C01293,2023-08-20,North America,Startup,Referral,499
C01294,2024-11-23,North America,Mid-Market,Partner,38
C01295,2024-11-21,Middle East & Africa,SMB,Direct,40
C01296,2024-02-11,Middle East & Africa,Startup,Referral,324
C01297,2024-07-24,Europe,SMB,Partner,160
C01298,2024-01-10,Europe,Mid-Market,Paid Ads,356
C01299,2023-04-03,Asia Pacific,Enterprise,Organic Search,638
C01300,2024-02-09,Latin America,Mid-Market,Direct,326
C01301,2023-01-15,Europe,SMB,Direct,716
C01302,2023-09-28,North America,Enterprise,Paid Ads,460
C01303,2024-07-03,Europe,SMB,Referral,181
C01304,2023-05-07,North America,SMB,Organic Search,604
C01305,2024-04-10,North America,Startup,Social,265
C01306,2024-01-13,North America,Mid-Market,Paid Ads,353
C01307,2024-11-19,Asia Pacific,Enterprise,Social,42
C01308,2024-11-19,Europe,Enterprise,Organic Search,42
C01309,2023-09-26,Middle East & Africa,SMB,Referral,462
C01310,2024-08-21,Asia Pacific,Mid-Market,Organic Search,132
C01311,2024-01-26,Middle East & Africa,SMB,Referral,340
C01312,2024-10-15,North America,SMB,Referral,77
C01313,2024-01-16,Europe,SMB,Organic Search,350
C01314,2023-04-21,Europe,Enterprise,Direct,620
C01315,2024-11-22,North America,SMB,Organic Search,39
C01316,2023-08-28,North America,Mid-Market,Referral,491
C01317,2024-04-27,North America,SMB,Organic Search,248
C01318,2023-01-26,Latin America,Startup,Organic Search,705
C01319,2024-09-26,North America,Startup,Social,96
C01320,2024-07-28,Europe,SMB,Organic Search,156
C01321,2023-12-02,Europe,SMB,Organic Search,395
C01322,2024-09-16,Europe,SMB,Partner,106
C01323,2023-08-15,North America,SMB,Referral,504
C01324,2024-10-25,North America,Startup,Referral,67
C01325,2023-03-06,North America,Mid-Market,Organic Search,666
C01326,2024-10-12,Latin America,SMB,Referral,80
C01327,2024-04-20,North America,SMB,Direct,255
C01328,2023-11-06,Asia Pacific,SMB,Organic Search,421
C01329,2024-10-26,Asia Pacific,Startup,Organic Search,66
C01330,2024-02-23,Europe,SMB,Direct,312
C01331,2023-04-30,North America,SMB,Partner,611
C01332,2023-05-24,North America,Mid-Market,Paid Ads,587
C01333,2023-02-16,North America,SMB,Referral,684
C01334,2023-02-08,North America,Mid-Market,Direct,692
C01335,2023-11-08,Asia Pacific,SMB,Organic Search,419
C01336,2024-05-19,North America,SMB,Paid Ads,226
C01337,2023-04-29,Asia Pacific,SMB,Organic Search,612
C01338,2023-04-10,North America,Mid-Market,Organic Search,631
C01339,2023-08-29,Europe,SMB,Direct,490
C01340,2024-07-04,Latin America,SMB,Organic Search,180
C01341,2023-05-19,Europe,SMB,Referral,592
C01342,2024-02-02,Asia Pacific,Mid-Market,Direct,333
C01343,2024-04-09,North America,SMB,Partner,266
C01344,2024-01-15,North America,Mid-Market,Organic Search,351
C01345,2024-11-17,North America,Startup,Organic Search,44
C01346,2024-07-07,Middle East & Africa,Startup,Partner,177
C01347,2024-03-05,Asia Pacific,Mid-Market,Direct,301
C01348,2024-08-24,North America,Mid-Market,Referral,129
C01349,2023-06-08,Europe,SMB,Paid Ads,572
C01350,2024-02-29,Europe,Startup,Organic Search,306
C01351,2024-11-01,Middle East & Africa,Mid-Market,Direct,60
C01352,2023-04-12,Europe,Enterprise,Organic Search,629
C01353,2024-05-16,Asia Pacific,SMB,Direct,229
C01354,2024-09-22,Middle East & Africa,SMB,Organic Search,100
C01355,2024-02-22,Asia Pacific,SMB,Direct,313
C01356,2023-10-14,North America,SMB,Social,444
C01357,2023-02-03,Asia Pacific,Enterprise,Paid Ads,697
C01358,2024-01-15,Asia Pacific,Mid-Market,Referral,351
C01359,2023-08-11,Asia Pacific,Mid-Market,Paid Ads,508
C01360,2024-03-30,North America,Enterprise,Organic Search,276
C01361,2024-03-31,Asia Pacific,SMB,Referral,275
C01362,2023-08-30,Asia Pacific,SMB,Organic Search,489
C01363,2024-01-07,North America,Mid-Market,Direct,359
C01364,2023-04-12,North America,Mid-Market,Paid Ads,629
C01365,2024-01-12,Europe,Startup,Paid Ads,354
C01366,2024-07-11,Europe,SMB,Organic Search,173
C01367,2024-10-22,North America,SMB,Referral,70
C01368,2024-01-03,Europe,Mid-Market,Organic Search,363
C01369,2023-03-04,North America,Mid-Market,Social,668
C01370,2024-02-12,North America,Startup,Referral,323
C01371,2023-10-10,Europe,Mid-Market,Organic Search,448
C01372,2023-07-14,North America,Mid-Market,Paid Ads,536
C01373,2023-05-06,Latin America,SMB,Organic Search,605
C01374,2024-04-10,Asia Pacific,SMB,Referral,265
C01375,2023-04-04,Asia Pacific,Startup,Partner,637
C01376,2024-11-09,Asia Pacific,Mid-Market,Social,52
C01377,2023-08-06,North America,SMB,Organic Search,513
C01378,2024-10-19,North America,Mid-Market,Referral,73
C01379,2024-10-16,Europe,SMB,Partner,76
C01380,2024-09-03,North America,Mid-Market,Referral,119
C01381,2023-01-22,North America,SMB,Organic Search,709
C01382,2023-02-21,Latin America,Startup,Referral,679
C01383,2023-12-08,North America,SMB,Partner,389
C01384,2023-09-07,Asia Pacific,SMB,Organic Search,481
C01385,2023-05-09,Asia Pacific,SMB,Organic Search,602
C01386,2024-08-01,North America,Mid-Market,Direct,152
C01387,2023-07-30,Middle East & Africa,Mid-Market,Paid Ads,520
C01388,2023-03-12,North America,Mid-Market,Paid Ads,660
C01389,2024-07-21,Europe,SMB,Organic Search,163
C01390,2023-08-01,North America,SMB,Organic Search,518
C01391,2024-08-23,North America,Startup,Paid Ads,130
C01392,2023-08-10,Europe,Startup,Social,509
C01393,2023-08-27,Europe,Enterprise,Paid Ads,492
C01394,2023-12-03,North America,SMB,Referral,394
C01395,2023-06-01,Asia Pacific,SMB,Organic Search,579
C01396,2024-09-02,Europe,SMB,Referral,120
C01397,2023-01-03,Asia Pacific,Mid-Market,Partner,728
C01398,2023-10-11,Latin America,Mid-Market,Partner,447
C01399,2023-05-29,Europe,SMB,Organic Search,582
C01400,2023-05-14,North America,SMB,Referral,597
C01401,2024-07-07,Latin America,SMB,Organic Search,177
C01402,2023-09-14,Middle East & Africa,SMB,Paid Ads,474
C01403,2023-06-28,Europe,Mid-Market,Organic Search,552
C01404,2023-04-23,North America,SMB,Referral,618
C01405,2024-11-07,Europe,SMB,Referral,54
C01406,2023-01-27,Asia Pacific,SMB,Paid Ads,704
C01407,2023-05-15,Asia Pacific,SMB,Paid Ads,596
C01408,2023-01-16,Europe,Startup,Direct,715
C01409,2024-01-02,Europe,Mid-Market,Paid Ads,364
C01410,2023-09-01,Europe,Mid-Market,Organic Search,487
C01411,2024-08-25,Asia Pacific,Mid-Market,Paid Ads,128
C01412,2023-11-28,Latin America,SMB,Paid Ads,399
C01413,2023-01-17,North America,Enterprise,Partner,714
C01414,2023-06-28,North America,Mid-Market,Paid Ads,552
C01415,2023-09-29,Asia Pacific,Mid-Market,Paid Ads,459
C01416,2023-02-23,Middle East & Africa,SMB,Organic Search,677
C01417,2023-05-10,Europe,Startup,Paid Ads,601
C01418,2024-03-07,North America,SMB,Paid Ads,299
C01419,2024-06-22,North America,Mid-Market,Social,192
C01420,2023-04-27,Europe,SMB,Paid Ads,614
C01421,2023-03-07,North America,Startup,Paid Ads,665
C01422,2024-05-02,North America,Mid-Market,Paid Ads,243
C01423,2024-04-04,Europe,SMB,Direct,271
C01424,2024-01-06,Middle East & Africa,Mid-Market,Social,360
C01425,2024-06-09,North America,Mid-Market,Referral,205
C01426,2024-08-30,Europe,SMB,Paid Ads,123
C01427,2023-04-22,North America,SMB,Organic Search,619
C01428,2024-04-07,Asia Pacific,SMB,Organic Search,268
C01429,2024-05-30,Europe,Mid-Market,Direct,215
C01430,2023-08-15,Europe,SMB,Direct,504
C01431,2024-09-21,Europe,SMB,Referral,101
C01432,2023-02-14,Latin America,SMB,Organic Search,686
C01433,2024-11-05,North America,SMB,Paid Ads,56
C01434,2024-06-17,Europe,SMB,Social,197
C01435,2023-11-05,Asia Pacific,Mid-Market,Direct,422
C01436,2024-04-14,North America,Mid-Market,Referral,261
C01437,2024-10-20,Asia Pacific,Enterprise,Organic Search,72
C01438,2023-02-01,Middle East & Africa,SMB,Direct,699
C01439,2023-03-04,Middle East & Africa,SMB,Partner,668
C01440,2024-05-05,North America,SMB,Paid Ads,240
C01441,2024-02-16,Europe,Startup,Referral,319
C01442,2024-03-12,Europe,Enterprise,Social,294
C01443,2023-04-21,North America,Startup,Organic Search,620
C01444,2024-05-17,Asia Pacific,SMB,Organic Search,228
C01445,2024-03-30,Europe,Mid-Market,Paid Ads,276
C01446,2023-03-17,North America,Mid-Market,Direct,655
C01447,2023-03-24,North America,SMB,Paid Ads,648
C01448,2023-11-26,North America,Enterprise,Direct,401
C01449,2024-09-14,Europe,SMB,Partner,108
C01450,2023-06-01,Europe,Enterprise,Referral,579
C01451,2023-03-09,Asia Pacific,Mid-Market,Paid Ads,663
C01452,2023-05-10,Middle East & Africa,Mid-Market,Referral,601
C01453,2023-10-09,North America,Mid-Market,Referral,449
C01454,2024-10-01,North America,SMB,Referral,91
C01455,2024-10-10,Asia Pacific,Mid-Market,Organic Search,82
C01456,2024-08-22,Asia Pacific,SMB,Paid Ads,131
C01457,2024-07-15,North America,SMB,Organic Search,169
C01458,2023-11-29,North America,SMB,Paid Ads,398
C01459,2024-01-26,Europe,Mid-Market,Paid Ads,340
C01460,2024-09-03,Latin America,SMB,Paid Ads,119
C01461,2024-06-27,North America,SMB,Referral,187
C01462,2023-10-29,Europe,Startup,Referral,429
C01463,2024-04-09,Middle East & Africa,SMB,Organic Search,266
C01464,2024-06-01,North America,SMB,Referral,213
C01465,2024-09-11,Europe,SMB,Social,111
C01466,2024-03-16,Latin America,SMB,Organic Search,290
C01467,2023-04-12,North America,SMB,Organic Search,629
C01468,2023-04-28,Europe,SMB,Paid Ads,613
C01469,2024-11-01,Middle East & Africa,Mid-Market,Social,60
C01470,2024-10-28,North America,SMB,Referral,64
C01471,2024-07-18,North America,SMB,Referral,166
C01472,2023-08-09,Europe,SMB,Paid Ads,510
C01473,2024-03-16,Europe,SMB,Paid Ads,290
C01474,2024-04-07,North America,SMB,Social,268
C01475,2023-08-22,Europe,Mid-Market,Paid Ads,497
C01476,2024-02-28,North America,SMB,Organic Search,307
C01477,2023-12-14,North America,Enterprise,Referral,383
C01478,2024-04-09,Europe,Mid-Market,Social,266
C01479,2024-02-13,North America,SMB,Paid Ads,322
C01480,2024-03-01,Asia Pacific,Startup,Organic Search,305
C01481,2023-04-08,Latin America,Enterprise,Organic Search,633
C01482,2023-11-17,North America,SMB,Social,410
C01483,2024-03-13,North America,Enterprise,Paid Ads,293
C01484,2023-11-17,Asia Pacific,SMB,Referral,410
C01485,2024-11-12,Latin America,Enterprise,Direct,49
C01486,2023-09-19,North America,Mid-Market,Organic Search,469
C01487,2024-01-19,Europe,Mid-Market,Paid Ads,347
C01488,2023-06-06,Europe,Startup,Organic Search,574
C01489,2024-04-30,Asia Pacific,SMB,Organic Search,245
C01490,2023-03-10,North America,Startup,Direct,662
C01491,2023-04-04,Latin America,Startup,Organic Search,637
C01492,2023-03-29,North America,Mid-Market,Paid Ads,643
C01493,2023-04-06,Europe,SMB,Referral,635
C01494,2024-03-18,Europe,SMB,Paid Ads,288
C01495,2023-04-09,Europe,Mid-Market,Organic Search,632
C01496,2024-01-17,Asia Pacific,SMB,Paid Ads,349
C01497,2023-05-14,Asia Pacific,Mid-Market,Organic Search,597
C01498,2024-07-23,Asia Pacific,Mid-Market,Partner,161
C01499,2023-03-03,Asia Pacific,Mid-Market,Paid Ads,669
C01500,2024-08-23,North America,SMB,Paid Ads,130
C01501,2024-07-29,Europe,Mid-Market,Organic Search,155
C01502,2024-07-29,North America,Mid-Market,Organic Search,155
C01503,2023-12-04,Asia Pacific,SMB,Referral,393
C01504,2024-11-17,Middle East & Africa,SMB,Paid Ads,44
C01505,2023-05-06,North America,Mid-Market,Referral,605
C01506,2024-02-25,Europe,Mid-Market,Direct,310
C01507,2023-12-29,North America,SMB,Direct,368
C01508,2024-11-12,Europe,Startup,Referral,49
C01509,2024-03-09,Asia Pacific,SMB,Partner,297
C01510,2023-02-22,Latin America,Mid-Market,Organic Search,678
C01511,2023-10-22,North America,SMB,Organic Search,436
C01512,2024-09-06,North America,Mid-Market,Referral,116
C01513,2023-11-16,Europe,Mid-Market,Organic Search,411
C01514,2023-12-27,North America,SMB,Paid Ads,370
C01515,2023-04-17,North America,SMB,Paid Ads,624
C01516,2024-08-14,Asia Pacific,SMB,Referral,139
C01517,2024-06-03,Asia Pacific,Enterprise,Social,211
C01518,2023-08-06,North America,SMB,Direct,513
C01519,2023-06-08,Europe,Mid-Market,Referral,572
C01520,2024-11-03,Asia Pacific,Startup,Social,58
C01521,2024-05-08,Asia Pacific,SMB,Direct,237
