renewal_id,subscription_id,customer_id,renewal_date,plan_id,renewed,mrr
RN002560,S000408,C00408,2023-05-16,P_BASIC_M,1,19
RN002561,S000408,C00408,2023-06-15,P_BASIC_M,0,19
RN002562,S000408,C00408,2023-07-15,P_BASIC_M,1,19
RN002563,S000408,C00408,2023-08-14,P_BASIC_M,1,19
RN002564,S000408,C00408,2023-09-13,P_BASIC_M,1,19
RN002565,S000408,C00408,2023-10-13,P_BASIC_M,1,19
RN002566,S000408,C00408,2023-11-12,P_BASIC_M,1,19
RN002567,S000408,C00408,2023-12-12,P_BASIC_M,1,19
RN002568,S000408,C00408,2024-01-11,P_BASIC_M,1,19
RN002569,S000408,C00408,2024-02-10,P_BASIC_M,1,19
RN002570,S000408,C00408,2024-03-11,P_BASIC_M,1,19
RN002571,S000408,C00408,2024-04-10,P_BASIC_M,1,19
RN002572,S000408,C00408,2024-05-10,P_BASIC_M,1,19
RN002573,S000408,C00408,2024-06-09,P_BASIC_M,1,19
RN002574,S000408,C00408,2024-07-09,P_BASIC_M,1,19
RN002575,S000408,C00408,2024-08-08,P_BASIC_M,1,19
RN002576,S000408,C00408,2024-09-07,P_BASIC_M,1,19
RN002577,S000408,C00408,2024-10-07,P_BASIC_M,1,19
RN002578,S000408,C00408,2024-11-06,P_BASIC_M,1,19
RN002579,S000408,C00408,2024-12-06,P_BASIC_M,1,19
RN002580,S000410,C00410,2024-12-07,P_ENT_A,1,208
RN002581,S000411,C00411,2023-06-13,P_BUS_M,1,99
RN002582,S000411,C00411,2023-07-13,P_BUS_M,1,99
RN002583,S000411,C00411,2023-08-12,P_BUS_M,1,99
RN002584,S000411,C00411,2023-09-11,P_BUS_M,1,99
RN002585,S000411,C00411,2023-10-11,P_BUS_M,1,99
RN002586,S000411,C00411,2023-11-10,P_BUS_M,0,99
RN002587,S000411,C00411,2023-12-10,P_BUS_M,1,99
RN002588,S000411,C00411,2024-01-09,P_BUS_M,1,99
RN002589,S000411,C00411,2024-02-08,P_BUS_M,1,99
RN002590,S000411,C00411,2024-03-09,P_BUS_M,1,99
RN002591,S000411,C00411,2024-04-08,P_BUS_M,1,99
RN002592,S000411,C00411,2024-05-08,P_BUS_M,0,99
RN002593,S000411,C00411,2024-06-07,P_BUS_M,1,99
RN002594,S000411,C00411,2024-07-07,P_BUS_M,1,99
RN002595,S000411,C00411,2024-08-06,P_BUS_M,1,99
RN002596,S000411,C00411,2024-09-05,P_BUS_M,1,99
RN002597,S000411,C00411,2024-10-05,P_BUS_M,1,99
RN002598,S000411,C00411,2024-11-04,P_BUS_M,1,99
RN002599,S000411,C00411,2024-12-04,P_BUS_M,1,99
RN002600,S000412,C00412,2024-11-13,P_BUS_M,1,99
RN002601,S000412,C00412,2024-12-13,P_BUS_M,1,99
RN002602,S000413,C00413,2024-09-25,P_ENT_A,1,208
RN002603,S000414,C00414,2024-06-14,P_PRO_A,1,41
RN002604,S000416,C00416,2024-08-17,P_BASIC_M,1,19
RN002605,S000416,C00416,2024-09-16,P_BASIC_M,1,19
RN002606,S000416,C00416,2024-10-16,P_BASIC_M,1,19
RN002607,S000416,C00416,2024-11-15,P_BASIC_M,1,19
RN002608,S000416,C00416,2024-12-15,P_BASIC_M,1,19
RN002609,S000419,C00419,2023-02-09,P_BASIC_M,1,19
RN002610,S000419,C00419,2023-03-11,P_BASIC_M,1,19
RN002611,S000419,C00419,2023-04-10,P_BASIC_M,1,19
RN002612,S000419,C00419,2023-05-10,P_BASIC_M,1,19
RN002613,S000419,C00419,2023-06-09,P_BASIC_M,1,19
RN002614,S000419,C00419,2023-07-09,P_BASIC_M,1,19
RN002615,S000419,C00419,2023-08-08,P_BASIC_M,1,19
RN002616,S000419,C00419,2023-09-07,P_BASIC_M,0,19
RN002617,S000419,C00419,2023-10-07,P_BASIC_M,0,19
RN002618,S000420,C00420,2024-04-24,P_PRO_A,1,41
RN002619,S000421,C00421,2024-03-18,P_PRO_A,1,41
RN002620,S000422,C00422,2023-07-02,P_BASIC_M,1,19
RN002621,S000422,C00422,2023-08-01,P_BASIC_M,1,19
RN002622,S000422,C00422,2023-08-31,P_BASIC_M,1,19
RN002623,S000422,C00422,2023-09-30,P_BASIC_M,1,19
RN002624,S000422,C00422,2023-10-30,P_BASIC_M,0,19
RN002625,S000422,C00422,2023-11-29,P_BASIC_M,0,19
RN002626,S000422,C00422,2023-12-29,P_BASIC_M,1,19
RN002627,S000422,C00422,2024-01-28,P_BASIC_M,1,19
RN002628,S000422,C00422,2024-02-27,P_BASIC_M,1,19
RN002629,S000422,C00422,2024-03-28,P_BASIC_M,1,19
RN002630,S000422,C00422,2024-04-27,P_BASIC_M,0,19
RN002631,S000422,C00422,2024-05-27,P_BASIC_M,0,19
RN002632,S000424,C00424,2024-02-06,P_PRO_A,1,41
RN002633,S000425,C00425,2024-02-13,P_ENT_M,1,249
RN002634,S000425,C00425,2024-03-14,P_ENT_M,1,249
RN002635,S000425,C00425,2024-04-13,P_ENT_M,1,249
RN002636,S000425,C00425,2024-05-13,P_ENT_M,1,249
RN002637,S000425,C00425,2024-06-12,P_ENT_M,0,249
RN002638,S000425,C00425,2024-07-12,P_ENT_M,0,249
RN002639,S000425,C00425,2024-08-11,P_ENT_M,1,249
RN002640,S000425,C00425,2024-09-10,P_ENT_M,0,249
RN002641,S000425,C00425,2024-10-10,P_ENT_M,1,249
RN002642,S000425,C00425,2024-11-09,P_ENT_M,1,249
RN002643,S000425,C00425,2024-12-09,P_ENT_M,0,249
RN002644,S000427,C00427,2024-08-18,P_BUS_M,1,99
RN002645,S000427,C00427,2024-09-17,P_BUS_M,1,99
RN002646,S000427,C00427,2024-10-17,P_BUS_M,1,99
RN002647,S000427,C00427,2024-11-16,P_BUS_M,1,99
RN002648,S000427,C00427,2024-12-16,P_BUS_M,0,99
RN002649,S000428,C00428,2023-07-01,P_BASIC_M,1,19
RN002650,S000428,C00428,2023-07-31,P_BASIC_M,1,19
RN002651,S000428,C00428,2023-08-30,P_BASIC_M,1,19
RN002652,S000428,C00428,2023-09-29,P_BASIC_M,1,19
RN002653,S000428,C00428,2023-10-29,P_BASIC_M,1,19
RN002654,S000428,C00428,2023-11-28,P_BASIC_M,1,19
RN002655,S000428,C00428,2023-12-28,P_BASIC_M,0,19
RN002656,S000428,C00428,2024-01-27,P_BASIC_M,0,19
RN002657,S000429,C00429,2024-04-15,P_BASIC_M,0,19
RN002658,S000429,C00429,2024-05-15,P_BASIC_M,1,19
RN002659,S000429,C00429,2024-06-14,P_BASIC_M,1,19
RN002660,S000429,C00429,2024-07-14,P_BASIC_M,1,19
RN002661,S000429,C00429,2024-08-13,P_BASIC_M,1,19
RN002662,S000429,C00429,2024-09-12,P_BASIC_M,1,19
RN002663,S000429,C00429,2024-10-12,P_BASIC_M,1,19
RN002664,S000429,C00429,2024-11-11,P_BASIC_M,1,19
RN002665,S000429,C00429,2024-12-11,P_BASIC_M,0,19
RN002666,S000430,C00430,2023-06-10,P_BUS_M,1,99
RN002667,S000430,C00430,2023-07-10,P_BUS_M,1,99
RN002668,S000430,C00430,2023-08-09,P_BUS_M,1,99
RN002669,S000430,C00430,2023-09-08,P_BUS_M,1,99
RN002670,S000430,C00430,2023-10-08,P_BUS_M,1,99
RN002671,S000430,C00430,2023-11-07,P_BUS_M,0,99
RN002672,S000430,C00430,2023-12-07,P_BUS_M,1,99
RN002673,S000430,C00430,2024-01-06,P_BUS_M,1,99
RN002674,S000430,C00430,2024-02-05,P_BUS_M,1,99
RN002675,S000430,C00430,2024-03-06,P_BUS_M,1,99
RN002676,S000430,C00430,2024-04-05,P_BUS_M,1,99
RN002677,S000430,C00430,2024-05-05,P_BUS_M,1,99
RN002678,S000430,C00430,2024-06-04,P_BUS_M,1,99
RN002679,S000430,C00430,2024-07-04,P_BUS_M,1,99
RN002680,S000430,C00430,2024-08-03,P_BUS_M,0,99
RN002681,S000430,C00430,2024-09-02,P_BUS_M,0,99
RN002682,S000430,C00430,2024-10-02,P_BUS_M,0,99
RN002683,S000431,C00431,2024-02-12,P_PRO_A,1,41
RN002684,S000433,C00433,2024-02-08,P_PRO_M,1,49
RN002685,S000433,C00433,2024-03-09,P_PRO_M,1,49
RN002686,S000433,C00433,2024-04-08,P_PRO_M,1,49
RN002687,S000433,C00433,2024-05-08,P_PRO_M,1,49
RN002688,S000433,C00433,2024-06-07,P_PRO_M,0,49
RN002689,S000433,C00433,2024-07-07,P_PRO_M,1,49
RN002690,S000433,C00433,2024-08-06,P_PRO_M,0,49
RN002691,S000433,C00433,2024-09-05,P_PRO_M,0,49
RN002692,S000434,C00434,2023-03-12,P_BASIC_M,1,19
RN002693,S000434,C00434,2023-04-11,P_BASIC_M,1,19
RN002694,S000434,C00434,2023-05-11,P_BASIC_M,1,19
RN002695,S000434,C00434,2023-06-10,P_BASIC_M,1,19
RN002696,S000434,C00434,2023-07-10,P_BASIC_M,1,19
RN002697,S000434,C00434,2023-08-09,P_BASIC_M,1,19
RN002698,S000434,C00434,2023-09-08,P_BASIC_M,1,19
RN002699,S000434,C00434,2023-10-08,P_BASIC_M,1,19
RN002700,S000434,C00434,2023-11-07,P_BASIC_M,1,19
RN002701,S000434,C00434,2023-12-07,P_BASIC_M,1,19
RN002702,S000434,C00434,2024-01-06,P_BASIC_M,1,19
RN002703,S000434,C00434,2024-02-05,P_BASIC_M,1,19
RN002704,S000434,C00434,2024-03-06,P_BASIC_M,1,19
RN002705,S000434,C00434,2024-04-05,P_BASIC_M,1,19
RN002706,S000434,C00434,2024-05-05,P_BASIC_M,1,19
RN002707,S000434,C00434,2024-06-04,P_BASIC_M,1,19
RN002708,S000434,C00434,2024-07-04,P_BASIC_M,1,19
RN002709,S000434,C00434,2024-08-03,P_BASIC_M,1,19
RN002710,S000434,C00434,2024-09-02,P_BASIC_M,1,19
RN002711,S000434,C00434,2024-10-02,P_BASIC_M,1,19
RN002712,S000434,C00434,2024-11-01,P_BASIC_M,1,19
RN002713,S000434,C00434,2024-12-01,P_BASIC_M,1,19
RN002714,S000434,C00434,2024-12-31,P_BASIC_M,1,19
RN002715,S000435,C00435,2024-02-01,P_PRO_M,1,49
RN002716,S000435,C00435,2024-03-02,P_PRO_M,0,49
RN002717,S000435,C00435,2024-04-01,P_PRO_M,1,49
RN002718,S000435,C00435,2024-05-01,P_PRO_M,1,49
RN002719,S000435,C00435,2024-05-31,P_PRO_M,1,49
RN002720,S000435,C00435,2024-06-30,P_PRO_M,1,49
RN002721,S000435,C00435,2024-07-30,P_PRO_M,1,49
RN002722,S000435,C00435,2024-08-29,P_PRO_M,1,49
RN002723,S000435,C00435,2024-09-28,P_PRO_M,1,49
RN002724,S000435,C00435,2024-10-28,P_PRO_M,1,49
RN002725,S000435,C00435,2024-11-27,P_PRO_M,1,49
RN002726,S000435,C00435,2024-12-27,P_PRO_M,0,49
RN002727,S000436,C00436,2023-09-03,P_BASIC_M,0,19
RN002728,S000436,C00436,2023-10-03,P_BASIC_M,0,19
RN002729,S000436,C00436,2023-11-02,P_BASIC_M,1,19
RN002730,S000436,C00436,2023-12-02,P_BASIC_M,0,19
RN002731,S000436,C00436,2024-01-01,P_BASIC_M,1,19
RN002732,S000436,C00436,2024-01-31,P_BASIC_M,1,19
RN002733,S000436,C00436,2024-03-01,P_BASIC_M,0,19
RN002734,S000436,C00436,2024-03-31,P_BASIC_M,0,19
RN002735,S000436,C00436,2024-04-30,P_BASIC_M,1,19
RN002736,S000436,C00436,2024-05-30,P_BASIC_M,1,19
RN002737,S000436,C00436,2024-06-29,P_BASIC_M,1,19
RN002738,S000436,C00436,2024-07-29,P_BASIC_M,1,19
RN002739,S000436,C00436,2024-08-28,P_BASIC_M,1,19
RN002740,S000436,C00436,2024-09-27,P_BASIC_M,1,19
RN002741,S000436,C00436,2024-10-27,P_BASIC_M,1,19
RN002742,S000436,C00436,2024-11-26,P_BASIC_M,1,19
RN002743,S000436,C00436,2024-12-26,P_BASIC_M,0,19
RN002744,S000438,C00438,2023-10-13,P_BASIC_M,1,19
RN002745,S000438,C00438,2023-11-12,P_BASIC_M,1,19
RN002746,S000438,C00438,2023-12-12,P_BASIC_M,1,19
RN002747,S000438,C00438,2024-01-11,P_BASIC_M,0,19
RN002748,S000438,C00438,2024-02-10,P_BASIC_M,1,19
RN002749,S000438,C00438,2024-03-11,P_BASIC_M,1,19
RN002750,S000438,C00438,2024-04-10,P_BASIC_M,1,19
RN002751,S000438,C00438,2024-05-10,P_BASIC_M,1,19
RN002752,S000438,C00438,2024-06-09,P_BASIC_M,1,19
RN002753,S000438,C00438,2024-07-09,P_BASIC_M,1,19
RN002754,S000438,C00438,2024-08-08,P_BASIC_M,0,19
RN002755,S000438,C00438,2024-09-07,P_BASIC_M,1,19
RN002756,S000438,C00438,2024-10-07,P_BASIC_M,1,19
RN002757,S000438,C00438,2024-11-06,P_BASIC_M,1,19
RN002758,S000438,C00438,2024-12-06,P_BASIC_M,1,19
RN002759,S000440,C00440,2023-05-16,P_BASIC_M,1,19
RN002760,S000440,C00440,2023-06-15,P_BASIC_M,1,19
RN002761,S000440,C00440,2023-07-15,P_BASIC_M,1,19
RN002762,S000440,C00440,2023-08-14,P_BASIC_M,1,19
RN002763,S000440,C00440,2023-09-13,P_BASIC_M,1,19
RN002764,S000440,C00440,2023-10-13,P_BASIC_M,1,19
RN002765,S000440,C00440,2023-11-12,P_BASIC_M,0,19
RN002766,S000440,C00440,2023-12-12,P_BASIC_M,1,19
RN002767,S000440,C00440,2024-01-11,P_BASIC_M,1,19
RN002768,S000440,C00440,2024-02-10,P_BASIC_M,0,19
RN002769,S000440,C00440,2024-03-11,P_BASIC_M,1,19
RN002770,S000440,C00440,2024-04-10,P_BASIC_M,1,19
RN002771,S000440,C00440,2024-05-10,P_BASIC_M,1,19
RN002772,S000440,C00440,2024-06-09,P_BASIC_M,1,19
RN002773,S000440,C00440,2024-07-09,P_BASIC_M,1,19
RN002774,S000440,C00440,2024-08-08,P_BASIC_M,1,19
RN002775,S000440,C00440,2024-09-07,P_BASIC_M,1,19
RN002776,S000440,C00440,2024-10-07,P_BASIC_M,1,19
RN002777,S000440,C00440,2024-11-06,P_BASIC_M,1,19
RN002778,S000440,C00440,2024-12-06,P_BASIC_M,1,19
RN002779,S000441,C00441,2024-12-28,P_PRO_A,0,41
RN002780,S000442,C00442,2024-08-26,P_PRO_M,1,49
RN002781,S000442,C00442,2024-09-25,P_PRO_M,1,49
RN002782,S000442,C00442,2024-10-25,P_PRO_M,1,49
RN002783,S000442,C00442,2024-11-24,P_PRO_M,1,49
RN002784,S000442,C00442,2024-12-24,P_PRO_M,0,49
RN002785,S000443,C00443,2024-03-22,P_BASIC_M,1,19
RN002786,S000443,C00443,2024-04-21,P_BASIC_M,1,19
RN002787,S000443,C00443,2024-05-21,P_BASIC_M,1,19
RN002788,S000443,C00443,2024-06-20,P_BASIC_M,1,19
RN002789,S000443,C00443,2024-07-20,P_BASIC_M,1,19
RN002790,S000443,C00443,2024-08-19,P_BASIC_M,1,19
RN002791,S000443,C00443,2024-09-18,P_BASIC_M,1,19
RN002792,S000443,C00443,2024-10-18,P_BASIC_M,1,19
RN002793,S000443,C00443,2024-11-17,P_BASIC_M,1,19
RN002794,S000443,C00443,2024-12-17,P_BASIC_M,1,19
RN002795,S000445,C00445,2023-07-08,P_BASIC_M,1,19
RN002796,S000445,C00445,2023-08-07,P_BASIC_M,1,19
RN002797,S000445,C00445,2023-09-06,P_BASIC_M,0,19
RN002798,S000445,C00445,2023-10-06,P_BASIC_M,1,19
RN002799,S000445,C00445,2023-11-05,P_BASIC_M,1,19
RN002800,S000445,C00445,2023-12-05,P_BASIC_M,1,19
RN002801,S000445,C00445,2024-01-04,P_BASIC_M,1,19
RN002802,S000445,C00445,2024-02-03,P_BASIC_M,1,19
RN002803,S000445,C00445,2024-03-04,P_BASIC_M,1,19
RN002804,S000445,C00445,2024-04-03,P_BASIC_M,1,19
RN002805,S000445,C00445,2024-05-03,P_BASIC_M,1,19
RN002806,S000445,C00445,2024-06-02,P_BASIC_M,1,19
RN002807,S000445,C00445,2024-07-02,P_BASIC_M,0,19
RN002808,S000445,C00445,2024-08-01,P_BASIC_M,1,19
RN002809,S000445,C00445,2024-08-31,P_BASIC_M,1,19
RN002810,S000445,C00445,2024-09-30,P_BASIC_M,1,19
RN002811,S000445,C00445,2024-10-30,P_BASIC_M,1,19
RN002812,S000445,C00445,2024-11-29,P_BASIC_M,1,19
RN002813,S000445,C00445,2024-12-29,P_BASIC_M,0,19
RN002814,S000446,C00446,2024-08-30,P_PRO_A,0,41
RN002815,S000448,C00448,2023-07-31,P_BUS_M,1,99
RN002816,S000448,C00448,2023-08-30,P_BUS_M,1,99
RN002817,S000448,C00448,2023-09-29,P_BUS_M,1,99
RN002818,S000448,C00448,2023-10-29,P_BUS_M,1,99
RN002819,S000448,C00448,2023-11-28,P_BUS_M,1,99
RN002820,S000448,C00448,2023-12-28,P_BUS_M,1,99
RN002821,S000448,C00448,2024-01-27,P_BUS_M,1,99
RN002822,S000448,C00448,2024-02-26,P_BUS_M,1,99
RN002823,S000448,C00448,2024-03-27,P_BUS_M,1,99
RN002824,S000448,C00448,2024-04-26,P_BUS_M,1,99
RN002825,S000448,C00448,2024-05-26,P_BUS_M,1,99
RN002826,S000448,C00448,2024-06-25,P_BUS_M,1,99
RN002827,S000448,C00448,2024-07-25,P_BUS_M,1,99
RN002828,S000448,C00448,2024-08-24,P_BUS_M,1,99
RN002829,S000448,C00448,2024-09-23,P_BUS_M,1,99
RN002830,S000448,C00448,2024-10-23,P_BUS_M,1,99
RN002831,S000448,C00448,2024-11-22,P_BUS_M,1,99
RN002832,S000448,C00448,2024-12-22,P_BUS_M,1,99
RN002833,S000449,C00449,2024-03-28,P_ENT_M,1,249
RN002834,S000449,C00449,2024-04-27,P_ENT_M,1,249
RN002835,S000449,C00449,2024-05-27,P_ENT_M,1,249
RN002836,S000449,C00449,2024-06-26,P_ENT_M,1,249
RN002837,S000449,C00449,2024-07-26,P_ENT_M,1,249
RN002838,S000449,C00449,2024-08-25,P_ENT_M,1,249
RN002839,S000449,C00449,2024-09-24,P_ENT_M,1,249
RN002840,S000449,C00449,2024-10-24,P_ENT_M,1,249
RN002841,S000449,C00449,2024-11-23,P_ENT_M,0,249
RN002842,S000449,C00449,2024-12-23,P_ENT_M,0,249
RN002843,S000450,C00450,2023-02-25,P_PRO_M,1,49
RN002844,S000450,C00450,2023-03-27,P_PRO_M,0,49
RN002845,S000450,C00450,2023-04-26,P_PRO_M,1,49
RN002846,S000450,C00450,2023-05-26,P_PRO_M,1,49
RN002847,S000450,C00450,2023-06-25,P_PRO_M,1,49
RN002848,S000450,C00450,2023-07-25,P_PRO_M,1,49
RN002849,S000450,C00450,2023-08-24,P_PRO_M,1,49
RN002850,S000450,C00450,2023-09-23,P_PRO_M,1,49
RN002851,S000450,C00450,2023-10-23,P_PRO_M,1,49
RN002852,S000450,C00450,2023-11-22,P_PRO_M,1,49
RN002853,S000450,C00450,2023-12-22,P_PRO_M,1,49
RN002854,S000450,C00450,2024-01-21,P_PRO_M,1,49
RN002855,S000450,C00450,2024-02-20,P_PRO_M,1,49
RN002856,S000450,C00450,2024-03-21,P_PRO_M,1,49
RN002857,S000450,C00450,2024-04-20,P_PRO_M,1,49
RN002858,S000450,C00450,2024-05-20,P_PRO_M,1,49
RN002859,S000450,C00450,2024-06-19,P_PRO_M,1,49
RN002860,S000450,C00450,2024-07-19,P_PRO_M,1,49
RN002861,S000450,C00450,2024-08-18,P_PRO_M,1,49
RN002862,S000450,C00450,2024-09-17,P_PRO_M,0,49
RN002863,S000450,C00450,2024-10-17,P_PRO_M,1,49
RN002864,S000450,C00450,2024-11-16,P_PRO_M,1,49
RN002865,S000450,C00450,2024-12-16,P_PRO_M,1,49
RN002866,S000451,C00451,2023-08-02,P_ENT_M,0,249
RN002867,S000451,C00451,2023-09-01,P_ENT_M,0,249
RN002868,S000452,C00452,2024-01-06,P_BASIC_M,1,19
RN002869,S000452,C00452,2024-02-05,P_BASIC_M,1,19
RN002870,S000452,C00452,2024-03-06,P_BASIC_M,1,19
RN002871,S000452,C00452,2024-04-05,P_BASIC_M,1,19
RN002872,S000452,C00452,2024-05-05,P_BASIC_M,0,19
RN002873,S000452,C00452,2024-06-04,P_BASIC_M,1,19
RN002874,S000452,C00452,2024-07-04,P_BASIC_M,0,19
RN002875,S000452,C00452,2024-08-03,P_BASIC_M,1,19
RN002876,S000452,C00452,2024-09-02,P_BASIC_M,1,19
RN002877,S000452,C00452,2024-10-02,P_BASIC_M,1,19
RN002878,S000452,C00452,2024-11-01,P_BASIC_M,1,19
RN002879,S000452,C00452,2024-12-01,P_BASIC_M,0,19
RN002880,S000452,C00452,2024-12-31,P_BASIC_M,1,19
RN002881,S000453,C00453,2024-03-27,P_PRO_M,1,49
RN002882,S000453,C00453,2024-04-26,P_PRO_M,1,49
RN002883,S000453,C00453,2024-05-26,P_PRO_M,1,49
RN002884,S000453,C00453,2024-06-25,P_PRO_M,0,49
RN002885,S000453,C00453,2024-07-25,P_PRO_M,1,49
RN002886,S000453,C00453,2024-08-24,P_PRO_M,1,49
RN002887,S000453,C00453,2024-09-23,P_PRO_M,0,49
RN002888,S000453,C00453,2024-10-23,P_PRO_M,1,49
RN002889,S000453,C00453,2024-11-22,P_PRO_M,1,49
RN002890,S000453,C00453,2024-12-22,P_PRO_M,1,49
RN002891,S000455,C00455,2023-10-12,P_PRO_M,0,49
RN002892,S000455,C00455,2023-11-11,P_PRO_M,0,49
RN002893,S000456,C00456,2023-10-31,P_BASIC_M,1,19
RN002894,S000456,C00456,2023-11-30,P_BASIC_M,1,19
RN002895,S000456,C00456,2023-12-30,P_BASIC_M,1,19
RN002896,S000456,C00456,2024-01-29,P_BASIC_M,1,19
RN002897,S000456,C00456,2024-02-28,P_BASIC_M,1,19
RN002898,S000456,C00456,2024-03-29,P_BASIC_M,1,19
RN002899,S000456,C00456,2024-04-28,P_BASIC_M,1,19
RN002900,S000456,C00456,2024-05-28,P_BASIC_M,1,19
RN002901,S000456,C00456,2024-06-27,P_BASIC_M,1,19
RN002902,S000456,C00456,2024-07-27,P_BASIC_M,1,19
RN002903,S000456,C00456,2024-08-26,P_BASIC_M,0,19
RN002904,S000456,C00456,2024-09-25,P_BASIC_M,1,19
RN002905,S000456,C00456,2024-10-25,P_BASIC_M,0,19
RN002906,S000456,C00456,2024-11-24,P_BASIC_M,1,19
RN002907,S000456,C00456,2024-12-24,P_BASIC_M,0,19
RN002908,S000457,C00457,2024-06-12,P_BASIC_A,1,16
RN002909,S000458,C00458,2023-05-21,P_BUS_M,1,99
RN002910,S000458,C00458,2023-06-20,P_BUS_M,0,99
RN002911,S000458,C00458,2023-07-20,P_BUS_M,1,99
RN002912,S000458,C00458,2023-08-19,P_BUS_M,1,99
RN002913,S000458,C00458,2023-09-18,P_BUS_M,1,99
RN002914,S000458,C00458,2023-10-18,P_BUS_M,1,99
RN002915,S000458,C00458,2023-11-17,P_BUS_M,1,99
RN002916,S000458,C00458,2023-12-17,P_BUS_M,1,99
RN002917,S000458,C00458,2024-01-16,P_BUS_M,1,99
RN002918,S000458,C00458,2024-02-15,P_BUS_M,0,99
RN002919,S000458,C00458,2024-03-16,P_BUS_M,1,99
RN002920,S000458,C00458,2024-04-15,P_BUS_M,0,99
RN002921,S000458,C00458,2024-05-15,P_BUS_M,0,99
RN002922,S000458,C00458,2024-06-14,P_BUS_M,0,99
RN002923,S000459,C00459,2024-02-26,P_BUS_M,1,99
RN002924,S000459,C00459,2024-03-27,P_BUS_M,1,99
RN002925,S000459,C00459,2024-04-26,P_BUS_M,1,99
RN002926,S000459,C00459,2024-05-26,P_BUS_M,1,99
RN002927,S000459,C00459,2024-06-25,P_BUS_M,1,99
RN002928,S000459,C00459,2024-07-25,P_BUS_M,1,99
RN002929,S000459,C00459,2024-08-24,P_BUS_M,0,99
RN002930,S000459,C00459,2024-09-23,P_BUS_M,0,99
RN002931,S000460,C00460,2023-03-11,P_BASIC_M,0,19
RN002932,S000460,C00460,2023-04-10,P_BASIC_M,1,19
RN002933,S000460,C00460,2023-05-10,P_BASIC_M,1,19
RN002934,S000460,C00460,2023-06-09,P_BASIC_M,1,19
RN002935,S000460,C00460,2023-07-09,P_BASIC_M,1,19
RN002936,S000460,C00460,2023-08-08,P_BASIC_M,1,19
RN002937,S000460,C00460,2023-09-07,P_BASIC_M,1,19
RN002938,S000460,C00460,2023-10-07,P_BASIC_M,1,19
RN002939,S000460,C00460,2023-11-06,P_BASIC_M,0,19
RN002940,S000460,C00460,2023-12-06,P_BASIC_M,1,19
RN002941,S000460,C00460,2024-01-05,P_BASIC_M,1,19
RN002942,S000460,C00460,2024-02-04,P_BASIC_M,1,19
RN002943,S000460,C00460,2024-03-05,P_BASIC_M,1,19
RN002944,S000460,C00460,2024-04-04,P_BASIC_M,0,19
RN002945,S000460,C00460,2024-05-04,P_BASIC_M,1,19
RN002946,S000460,C00460,2024-06-03,P_BASIC_M,0,19
RN002947,S000460,C00460,2024-07-03,P_BASIC_M,1,19
RN002948,S000460,C00460,2024-08-02,P_BASIC_M,1,19
RN002949,S000460,C00460,2024-09-01,P_BASIC_M,1,19
RN002950,S000460,C00460,2024-10-01,P_BASIC_M,1,19
RN002951,S000460,C00460,2024-10-31,P_BASIC_M,1,19
RN002952,S000460,C00460,2024-11-30,P_BASIC_M,1,19
RN002953,S000460,C00460,2024-12-30,P_BASIC_M,1,19
RN002954,S000461,C00461,2024-05-26,P_BASIC_M,1,19
RN002955,S000461,C00461,2024-06-25,P_BASIC_M,0,19
RN002956,S000461,C00461,2024-07-25,P_BASIC_M,1,19
RN002957,S000461,C00461,2024-08-24,P_BASIC_M,1,19
RN002958,S000461,C00461,2024-09-23,P_BASIC_M,1,19
RN002959,S000461,C00461,2024-10-23,P_BASIC_M,1,19
RN002960,S000461,C00461,2024-11-22,P_BASIC_M,0,19
RN002961,S000461,C00461,2024-12-22,P_BASIC_M,1,19
RN002962,S000462,C00462,2023-09-15,P_BASIC_M,1,19
RN002963,S000462,C00462,2023-10-15,P_BASIC_M,1,19
RN002964,S000462,C00462,2023-11-14,P_BASIC_M,1,19
RN002965,S000462,C00462,2023-12-14,P_BASIC_M,1,19
RN002966,S000462,C00462,2024-01-13,P_BASIC_M,1,19
RN002967,S000462,C00462,2024-02-12,P_BASIC_M,1,19
RN002968,S000462,C00462,2024-03-13,P_BASIC_M,1,19
RN002969,S000462,C00462,2024-04-12,P_BASIC_M,1,19
RN002970,S000462,C00462,2024-05-12,P_BASIC_M,1,19
RN002971,S000462,C00462,2024-06-11,P_BASIC_M,1,19
RN002972,S000462,C00462,2024-07-11,P_BASIC_M,1,19
RN002973,S000462,C00462,2024-08-10,P_BASIC_M,1,19
RN002974,S000462,C00462,2024-09-09,P_BASIC_M,1,19
RN002975,S000462,C00462,2024-10-09,P_BASIC_M,1,19
RN002976,S000462,C00462,2024-11-08,P_BASIC_M,1,19
RN002977,S000462,C00462,2024-12-08,P_BASIC_M,1,19
RN002978,S000463,C00463,2024-07-23,P_BASIC_A,1,16
RN002979,S000465,C00465,2024-01-24,P_ENT_M,0,249
RN002980,S000467,C00467,2023-09-21,P_PRO_M,1,49
RN002981,S000467,C00467,2023-10-21,P_PRO_M,1,49
RN002982,S000467,C00467,2023-11-20,P_PRO_M,1,49
RN002983,S000467,C00467,2023-12-20,P_PRO_M,1,49
RN002984,S000467,C00467,2024-01-19,P_PRO_M,1,49
RN002985,S000467,C00467,2024-02-18,P_PRO_M,1,49
RN002986,S000467,C00467,2024-03-19,P_PRO_M,0,49
RN002987,S000467,C00467,2024-04-18,P_PRO_M,1,49
